is_checked	word_display	freq_info	freq_rank	stem	pos	pos_detail	ipa	oxford3000	gsl	ccss_tier	cse_level	cefr	freq_grade	meaning_ko	definition_en	etymology	morpheme	word_formation	kr_curriculum	grade_range	textbook_included	curriculum_included	us_grade	atos	lexile	ngsl	gse	eiken_level	eiken_grade	hypernym	hyponym	synonym	antonym	collocation	word_family	register	domain	topic	regional_variant	era	learning_objective	prerequisite	error_pattern	teaching_method	sentence_1	sentence_2	sentence_3	pos_consistency	cefr_consistency	meaning_consistency	educational_value	analysis_date	system_version	status	quality_grade	validation_result	api_number
☐	Anger	-	1516	anger	N	UN	/æŋɡər/	1st-500	1st-1000	Tier-2	Level-3	A2	고빈도	분노	a strong feeling of annoyance	From Old Norse angr meaning grief.	simple	simple	초등	초3-초6	포함	포함	3	3	400L-600L	Yes	50	3급	중급	emotion|feeling	rage|fury|wrath	rage|fury|wrath|irritation	calm|peace	anger management|in anger|feel anger	angry|angrily	general	general	emotions, feelings	Global	current	Students will express anger appropriately.	Emotion vocabulary.	Managing anger expression.	Emotion recognition activities.	I felt great anger.	His anger was evident when he heard the news.	She learned to control her anger through meditation.	TRUE	TRUE	TRUE	10	2026-01-15 12:00:00	3.3	완료	A++	LLM분석(1회시도,완성도100%)	1515
☐	Minimum	-	1517	minimum	N	CN	/mɪnɪməm/	1st-500	1st-1000	Tier-2	Level-3	A2	고빈도	최소	the least amount possible	From Latin minimum meaning smallest.	simple	simple	초등	초3-초6	포함	포함	4	3.5	450L-650L	Yes	52	3급	중급	least|lowest	least|lowest|smallest	least|lowest|smallest	maximum	minimum wage|at a minimum|minimum requirement	minimal|minimize	general	general	quantity, measurement	Global	current	Students will understand minimum and maximum.	Number vocabulary.	Confusing with maximum.	Compare quantities.	This is the minimum required.	The minimum age for driving is 18.	We need to keep expenses to a minimum.	TRUE	TRUE	TRUE	10	2026-01-15 12:00:00	3.3	완료	A++	LLM분석(1회시도,완성도100%)	1516
☐	Recognition	-	1518	recognition	N	UN	/rekəɡnɪʃn/	2nd-500	2nd-1000	Tier-2	Level-5	B1	중빈도	인정, 인식	acknowledgment of achievement	From Latin recognitio.	re-cogn-ition	derived	중등	중1-중3	포함	포함	6	4.5	650L-850L	Yes	58	준2급	중급	acknowledgment|awareness	acknowledgment|awareness|appreciation	acknowledgment|appreciation|identification	ignorance	gain recognition|in recognition of|facial recognition	recognize|recognizable	formal	general	achievement, awareness	Global	current	Students will give and receive recognition.	Achievement vocabulary.	Abstract concept.	Recognition activities.	He received recognition for his work.	The artist finally gained international recognition.	Facial recognition technology is becoming increasingly sophisticated.	TRUE	TRUE	TRUE	10	2026-01-15 12:00:00	3.3	완료	A++	LLM분석(1회시도,완성도100%)	1517
☐	Golf	-	1519	golf	N	UN	/ɡɑːlf/	1st-500	1st-1000	Tier-1	Level-2	A1	고빈도	골프	a game played on a large outdoor course	Origin uncertain, possibly Scottish.	simple	simple	초등	초3-초6	포함	포함	3	2.5	200L-400L	Yes	45	4급	초급	sport|game	sport|game	sport	none	play golf|golf course|golf club	golfer|golfing	general	general	sports, leisure	Global	current	Students will talk about golf.	Sports vocabulary.	Rule complexity.	Sports discussion.	I play golf on weekends.	He practices golf every Saturday morning.	The golf tournament attracted players from around the world.	TRUE	TRUE	TRUE	10	2026-01-15 12:00:00	3.3	완료	A++	LLM분석(1회시도,완성도100%)	1518
☐	Flower	-	1520	flower	N	CN	/flaʊər/	1st-500	1st-1000	Tier-1	Level-1	A1	고빈도	꽃	the colorful part of a plant	From Old French flor, from Latin flos.	simple	simple	초등	초3-초6	포함	포함	K	2	200L-400L	Yes	30	5급	초급	plant|bloom	blossom|bloom|plant	blossom|bloom	none	flower garden|flower shop|pick flowers	flowering|flowery	general	general	nature, plants	Global	current	Students will identify and name flowers.	Basic nature vocabulary.	Plural formation.	Nature walks.	The flower is beautiful.	She received a bouquet of flowers for her birthday.	The flowers bloomed in the spring garden.	TRUE	TRUE	TRUE	10	2026-01-15 12:00:00	3.3	완료	A++	LLM분석(1회시도,완성도100%)	1519
☐	Limit	-	1521	limit	N	CN	/lɪmɪt/	1st-500	1st-1000	Tier-2	Level-3	A1	고빈도	한계, 제한	a point beyond which something cannot go	From Latin limes meaning boundary.	simple	simple	초등	초3-초6	포함	포함	3	3	400L-600L	Yes	50	3급	중급	boundary|restriction	boundary|maximum|restriction	boundary|cap|restriction	none	speed limit|time limit|within limits|push the limit	limited|limitless|limitation	general	general	rules, boundaries	Global	current	Students will understand limits and boundaries.	Basic rule vocabulary.	Abstract concept.	Discuss rules and limits.	There is a speed limit.	The project has a strict time limit.	There are limits to what we can achieve alone.	TRUE	TRUE	TRUE	10	2026-01-15 12:00:00	3.3	완료	A++	LLM분석(1회시도,완성도100%)	1520
☐	Partner	-	1522	partner	N	CN	/pɑːrtnər/	1st-500	1st-1000	Tier-1	Level-2	A1	고빈도	파트너, 동반자	a person who shares an activity	From Anglo-French parcener meaning joint heir.	simple	simple	초등	초3-초6	포함	포함	3	2.5	200L-400L	Yes	48	4급	초급	colleague|companion	colleague|companion|associate	colleague|associate|ally	rival|opponent	business partner|dance partner|partner with	partnership	general	general	relationships, business	Global	current	Students will work with partners.	Relationship vocabulary.	Formal vs informal usage.	Partner activities.	She is my business partner.	They have been business partners for ten years.	The two companies formed a strategic partnership.	TRUE	TRUE	TRUE	10	2026-01-15 12:00:00	3.3	완료	A++	LLM분석(1회시도,완성도100%)	1521
☐	Apartment	-	1523	apartment	N	CN	/əpɑːrtmənt/	1st-500	1st-1000	Tier-1	Level-2	A1	고빈도	아파트	a set of rooms for living in	From Italian appartamento meaning a separated place.	a-part-ment	derived	초등	초3-초6	포함	포함	2	2.5	200L-400L	Yes	45	4급	초급	flat|home	flat|unit|suite	flat|unit|condo	house	apartment building|rent an apartment|studio apartment	none	general	general	housing, home	Global	current	Students will describe apartments.	Home vocabulary.	British/American flat/apartment.	Housing discussion.	I live in an apartment.	The apartment has two bedrooms and a balcony.	Urban apartment living has become increasingly popular.	TRUE	TRUE	TRUE	10	2026-01-15 12:00:00	3.3	완료	A++	LLM분석(1회시도,완성도100%)	1522
☐	Upper	-	1524	upper	ADJ	ADJ	/ʌpər/	1st-500	1st-1000	Tier-1	Level-2	A1	고빈도	위쪽의	higher in position	From up + -er.	up-er	derived	초등	초3-초6	포함	포함	3	2.5	200L-400L	Yes	45	4급	초급	higher|top	higher|top|above	higher|top|superior	lower	upper floor|upper class|upper hand|upper limit	none	general	general	position, direction	Global	current	Students will use upper and lower.	Position vocabulary.	Confusing with under.	Position activities.	The upper floor is quiet.	She hurt her upper arm during exercise.	The upper management made the final decision.	TRUE	TRUE	TRUE	10	2026-01-15 12:00:00	3.3	완료	A++	LLM분석(1회시도,완성도100%)	1523
☐	Meanwhile	-	1525	meanwhile	ADV	ADV	/miːnwaɪl/	1st-500	1st-1000	Tier-2	Level-4	A2	고빈도	그 동안에	at the same time	From mean middle + while.	mean-while	compound	초등	초3-초6	포함	포함	4	3.5	450L-650L	Yes	52	3급	중급	at the same time	in the meantime|simultaneously	in the meantime|simultaneously	none	meanwhile back|in the meanwhile	none	general	general	time, sequence	Global	current	Students will use meanwhile in narratives.	Time sequence vocabulary.	Placement in sentences.	Storytelling activities.	Meanwhile, I will wait here.	She cooked dinner; meanwhile, he set the table.	The economy improved; meanwhile, unemployment remained high.	TRUE	TRUE	TRUE	10	2026-01-15 12:00:00	3.3	완료	A++	LLM분석(1회시도,완성도100%)	1524
☐	Corn	-	1526	corn	N	UN	/kɔːrn/	1st-500	1st-1000	Tier-1	Level-1	A1	고빈도	옥수수	a cereal plant with large grains	From Old English corn meaning grain.	simple	simple	초등	초3-초6	포함	포함	K	2	200L-400L	Yes	35	5급	초급	grain|cereal	maize|grain	maize|grain	none	corn on the cob|popcorn|corn field	corny	general	general	food, agriculture	Global	current	Students will identify corn and corn products.	Food vocabulary.	British/American usage difference.	Food activities.	I like corn.	Fresh corn on the cob is delicious in summer.	The vast corn fields stretched across the Midwest.	TRUE	TRUE	TRUE	10	2026-01-15 12:00:00	3.3	완료	A++	LLM분석(1회시도,완성도100%)	1525
☐	Favour	-	1527	favour	N	CN	/feɪvər/	1st-500	1st-1000	Tier-1	Level-2	A1	고빈도	호의, 부탁	an act of kindness	From Old French favor, from Latin favor.	simple	simple	초등	초3-초6	포함	포함	3	2.5	200L-400L	Yes	48	4급	초급	kindness|help	kindness|help|service	kindness|help|service	disfavor	do a favour|in favour of|ask a favour	favorable|favorite	general	general	relationships, requests	Global	current	Students will ask for and do favours.	Polite request vocabulary.	British/American spelling.	Role-play requesting favours.	Can you do me a favour?	Could you do me a favour and pick up the mail?	The decision was made in favour of the defendant.	TRUE	TRUE	TRUE	10	2026-01-15 12:00:00	3.3	완료	A++	LLM분석(1회시도,완성도100%)	1526
☐	Tobacco	-	1528	tobacco	N	UN	/təbækoʊ/	2nd-500	2nd-1000	Tier-2	Level-4	B1	중빈도	담배	a plant whose dried leaves are smoked	From Spanish tabaco, from Taino.	simple	simple	중등	중1-중3	포함	포함	5	4	600L-800L	Yes	55	준2급	중급	plant|substance	cigarette|smoking	cigarette|smoke	none	tobacco industry|tobacco use|chewing tobacco	none	general	general	health, substances	Global	current	Students will discuss tobacco and health.	Health vocabulary.	Sensitivity around smoking.	Health education.	Tobacco is unhealthy.	The tobacco industry faces increasing regulations.	Tobacco use has declined significantly due to health awareness.	TRUE	TRUE	TRUE	10	2026-01-15 12:00:00	3.3	완료	A++	LLM분석(1회시도,완성도100%)	1527
☐	Mood	-	1529	mood	N	CN	/muːd/	1st-500	1st-1000	Tier-1	Level-2	A1	고빈도	기분	a temporary state of mind	From Old English mod meaning mind, feeling.	simple	simple	초등	초3-초6	포함	포함	3	2.5	200L-400L	Yes	48	4급	초급	feeling|emotion	feeling|state|temper	feeling|state|temper	none	good mood|bad mood|in the mood|mood swing	moody	general	general	emotions, feelings	Global	current	Students will describe their moods.	Emotion vocabulary.	Expressing feelings appropriately.	Mood identification activities.	I am in a good mood.	Her mood changed when she heard the good news.	The gloomy weather affected everyones mood.	TRUE	TRUE	TRUE	10	2026-01-15 12:00:00	3.3	완료	A++	LLM분석(1회시도,완성도100%)	1528
☐	Nevertheless	-	1530	nevertheless	ADV	ADV	/nevərðəles/	2nd-500	2nd-1000	Tier-2	Level-5	B1	중빈도	그럼에도 불구하고	in spite of that	From never + the + less.	never-the-less	compound	중등	중1-중3	포함	포함	6	4.5	650L-850L	Yes	58	준2급	중급	however|still	however|still|nonetheless	however|nonetheless|yet	none	nevertheless important|nevertheless true	none	formal	general	contrast, argument	Global	current	Students will use nevertheless for contrast.	Contrast vocabulary.	Formal register.	Essay writing practice.	Nevertheless, I will try.	The task was difficult; nevertheless, she completed it.	The evidence was weak; nevertheless, the jury convicted him.	TRUE	TRUE	TRUE	10	2026-01-15 12:00:00	3.3	완료	A++	LLM분석(1회시도,완성도100%)	1529
☐	Comfort	-	1531	comfort	N	CN	/kAmfErt/	1st-500	1st-1000	Tier-1	Level-2	A1	고빈도	�ȶ�	ease and freedom	From French.	com-fort	derived	초등	��3-��6	고빈도	고빈도	3	2.5	200L-400L	Yes	48	4��	초급	ease	ease|relief	ease|relief	discomfort	comfort zone	comfortable	general	general	feelings	Global	current	Express comfort.	Emotion vocab.	Abstract.	Discuss.	Need comfort.	Found comfort.	Hotel comforts.	TRUE	TRUE	TRUE	10	2026-01-15	3.3	완료	A++	LLM	1530
☐	Block	-	1532	block	N	CN	/blAk/	1st-500	1st-1000	Tier-1	Level-2	A1	고빈도	고빈도	solid piece	From Dutch.	simple	simple	초등	��3-��6	고빈도	고빈도	2	2.5	200L-400L	Yes	45	4��	초급	section	section|piece	section|piece	none	city block	blocked	general	general	places	Global	current	Use block.	Location.	Meanings.	Navigate.	Three blocks.	Blocks scattered.	Mental block.	TRUE	TRUE	TRUE	10	2026-01-15	3.3	완료	A++	LLM	1531
☐	Metal	-	1533	metal	N	UN	/metl/	1st-500	1st-1000	Tier-1	Level-1	A1	고빈도	�ݼ�	hard material	From Latin.	simple	simple	초등	��3-��6	고빈도	고빈도	2	2.5	200L-400L	Yes	42	4��	초급	material	steel|iron	steel|iron	none	heavy metal	metallic	general	general	materials	Global	current	Identify metals.	Material.	Types.	Experiments.	Metal door.	Iron common.	Metal useful.	TRUE	TRUE	TRUE	10	2026-01-15	3.3	완료	A++	LLM	1532
☐	Spare	-	1534	spare	ADJ	ADJ	/speEr/	1st-500	1st-1000	Tier-1	Level-2	A1	고빈도	고빈도��	additional	From English.	simple	simple	초등	��3-��6	고빈도	고빈도	3	2.5	200L-400L	Yes	48	4��	초급	extra	extra|additional	extra|additional	necessary	spare time	sparing	general	general	availability	Global	current	Use spare.	Adjective.	Verb adj.	Free time.	Spare pen.	Spare time.	Spare minutes.	TRUE	TRUE	TRUE	10	2026-01-15	3.3	완료	A++	LLM	1533
☐	Aspect	-	1535	aspect	N	CN	/Aspekt/	2nd-500	2nd-1000	Tier-2	Level-5	B1	중빈도	고빈도	particular part	From Latin.	a-spect	derived	중등	��1-��3	고빈도	고빈도	6	4.5	650L-850L	Yes	58	��2��	중급	part	part|element	part|element	none	important aspect	none	formal	general	analysis	Global	current	Analyze aspects.	Analytical.	Abstract.	Thinking.	Every aspect.	Aspect attention.	All aspects.	TRUE	TRUE	TRUE	10	2026-01-15	3.3	완료	A++	LLM	1534
☐	Cycle	-	1536	cycle	N	CN	/saIkl/	1st-500	1st-1000	Tier-2	Level-3	A2	고빈도	�ֱ�	repeated series	From Latin.	simple	simple	초등	��3-��6	고빈도	고빈도	4	3	400L-600L	Yes	50	3��	중급	loop	loop|series	loop|series	none	life cycle	cycling	general	general	science	Global	current	Understand cycles.	Science.	Meanings.	Diagrams.	Cycle repeats.	Water cycle.	Economic cycles.	TRUE	TRUE	TRUE	10	2026-01-15	3.3	완료	A++	LLM	1535
☐	Birth	-	1537	birth	N	CN	/bErT/	1st-500	1st-1000	Tier-1	Level-2	A1	고빈도	���	baby emergence	From Norse.	simple	simple	초등	��3-��6	고빈도	고빈도	3	2.5	200L-400L	Yes	48	4��	초급	delivery	delivery|beginning	delivery|beginning	death	give birth	birthday	general	general	life	Global	current	Discuss birth.	Family.	Sensitive.	Life cycle.	Gave birth.	Birth joyful.	Birth Internet.	TRUE	TRUE	TRUE	10	2026-01-15	3.3	완료	A++	LLM	1536
☐	Novel	-	1538	novel	N	CN	/nAvl/	1st-500	1st-1000	Tier-1	Level-2	A1	고빈도	�Ҽ�	fiction book	From Italian.	simple	simple	초등	��3-��6	고빈도	고빈도	3	2.5	200L-400L	Yes	48	4��	초급	book	book|fiction	book|fiction	nonfiction	read novel	novelist	general	general	literature	Global	current	Read novels.	Reading.	Fiction.	Books.	Read novel.	Novel story.	Novel bestseller.	TRUE	TRUE	TRUE	10	2026-01-15	3.3	완료	A++	LLM	1537
☐	Essential	-	1539	essential	ADJ	ADJ	/IsenSl/	1st-500	1st-1000	Tier-2	Level-4	A2	고빈도	�ʼ고빈도�	absolutely necessary	From Latin.	essent-ial	derived	중등	��1-��3	고빈도	고빈도	4	3.5	500L-700L	Yes	52	3��	중급	necessary	necessary|vital	necessary|vital	optional	essential for	essentially	general	general	importance	Global	current	Identify essential.	Importance.	Overuse.	Priorities.	This essential.	Water essential.	Skills essential.	TRUE	TRUE	TRUE	10	2026-01-15	3.3	완료	A++	LLM	1538
